,Base,Compo2,Compo3,UNXP,DynEvo,NB_TO_EXPLAIN,NB_STEPS,ALL_UNXP
model1.csv,301,0,0,0,0,301,1,0
model2.csv,284,14,3,0,0,301,1,0
model3.csv,285,10,6,0,0,301,1,0
model4.csv,277,15,9,0,0,301,1,0
model5.csv,285,13,3,0,0,301,1,0
model6.csv,281,16,4,0,0,301,1,0
model7.csv,291,5,5,0,0,301,1,0
model8.csv,286,8,7,0,0,301,1,0
model9.csv,289,6,6,0,0,301,1,0
model10.csv,287,6,8,0,0,301,1,0
model11.csv,284,7,10,0,0,301,1,0
model12.csv,283,6,12,0,0,301,1,0
model13.csv,276,18,7,0,0,301,1,0
model14.csv,272,21,8,0,0,301,1,0
model15.csv,278,16,7,0,0,301,1,0
model16.csv,276,17,8,0,0,301,1,0
model17.csv,273,17,11,0,0,301,1,0
model18.csv,272,17,12,0,0,301,1,0
model19.csv,276,17,8,0,0,301,1,0
model20.csv,275,16,10,0,0,301,1,0
model21.csv,274,15,12,0,0,301,1,0
model22.csv,273,14,14,0,0,301,1,0
model23.csv,271,18,12,0,0,301,1,0
model24.csv,270,19,12,0,0,301,1,0
model25.csv,269,19,13,0,0,301,1,0
model26.csv,268,18,15,0,0,301,1,0
model27.csv,284,15,0,2,2,301,2,0
model28.csv,288,13,0,0,0,301,1,0
model29.csv,286,14,1,0,0,301,1,0
model30.csv,288,13,0,0,0,301,1,0
model31.csv,301,0,0,0,0,301,1,0
model32.csv,298,2,1,0,0,301,1,0
model33.csv,300,1,0,0,0,301,1,0
model34.csv,295,4,0,2,2,301,2,0
model35.csv,298,3,0,0,0,301,1,0
model36.csv,297,4,0,0,0,301,1,0
model37.csv,296,4,1,0,0,301,1,0
model38.csv,295,3,3,0,0,301,1,0
model39.csv,299,2,0,0,0,301,1,0
model40.csv,298,3,0,0,0,301,1,0
model41.csv,297,4,0,0,0,301,1,0
model42.csv,296,5,0,0,0,301,1,0
model43.csv,301,0,0,0,0,301,1,0
model44.csv,300,1,0,0,0,301,1,0
model45.csv,301,0,0,0,0,301,1,0
model46.csv,301,0,0,0,0,301,1,0
model47.csv,300,1,0,0,0,301,1,0
model48.csv,301,0,0,0,0,301,1,0
model49.csv,301,0,0,0,0,301,1,0
model50.csv,296,4,1,0,0,301,1,0
model51.csv,297,2,2,0,0,301,1,0
model52.csv,295,3,3,0,0,301,1,0
model53.csv,297,4,0,0,0,301,1,0
model54.csv,297,4,0,0,0,301,1,0
model55.csv,298,3,0,0,0,301,1,0
model56.csv,297,4,0,0,0,301,1,0
model57.csv,298,3,0,0,0,301,1,0
model58.csv,298,3,0,0,0,301,1,0
model59.csv,294,7,0,0,0,301,1,0
model60.csv,294,6,1,0,0,301,1,0
model61.csv,281,13,7,0,0,301,1,0
model62.csv,275,19,7,0,0,301,1,0
model63.csv,284,12,5,0,0,301,1,0
model64.csv,275,20,4,2,2,301,2,0
model65.csv,291,9,1,0,0,301,1,0
model66.csv,286,14,1,0,0,301,1,0
model67.csv,285,14,2,0,0,301,1,0
model68.csv,284,13,4,0,0,301,1,0
model69.csv,292,8,1,0,0,301,1,0
model70.csv,287,13,1,0,0,301,1,0
model71.csv,286,14,1,0,0,301,1,0
model72.csv,285,15,1,0,0,301,1,0
model73.csv,294,6,1,0,0,301,1,0
model74.csv,289,11,1,0,0,301,1,0
model75.csv,292,8,1,0,0,301,1,0
model76.csv,292,8,1,0,0,301,1,0
model77.csv,291,10,0,0,0,301,1,0
model78.csv,292,9,0,0,0,301,1,0
model79.csv,290,10,1,0,0,301,1,0
model80.csv,285,14,2,0,0,301,1,0
model81.csv,286,12,3,0,0,301,1,0
model82.csv,284,13,4,0,0,301,1,0
model83.csv,286,14,1,0,0,301,1,0
model84.csv,286,14,1,0,0,301,1,0
model85.csv,291,9,1,0,0,301,1,0
model86.csv,286,14,1,0,0,301,1,0
model87.csv,289,11,1,0,0,301,1,0
model88.csv,289,11,1,0,0,301,1,0
model89.csv,283,17,1,0,0,301,1,0
model90.csv,283,16,2,0,0,301,1,0
model91.csv,283,13,5,0,0,301,1,0
model92.csv,281,16,4,0,0,301,1,0
model93.csv,279,16,6,0,0,301,1,0
model94.csv,279,14,8,0,0,301,1,0
model95.csv,287,10,4,0,0,301,1,0
model96.csv,284,15,2,0,0,301,1,0
model97.csv,282,15,4,0,0,301,1,0
model98.csv,282,15,4,0,0,301,1,0
model99.csv,295,5,1,0,0,301,1,0
model100.csv,292,8,1,0,0,301,1,0
model101.csv,293,7,1,0,0,301,1,0
model102.csv,293,7,1,0,0,301,1,0
model103.csv,293,8,0,0,0,301,1,0
model104.csv,294,7,0,0,0,301,1,0
model105.csv,291,8,2,0,0,301,1,0
model106.csv,286,12,3,0,0,301,1,0
model107.csv,287,10,4,0,0,301,1,0
model108.csv,285,11,5,0,0,301,1,0
model109.csv,287,13,1,0,0,301,1,0
model110.csv,287,13,1,0,0,301,1,0
model111.csv,292,7,2,0,0,301,1,0
model112.csv,289,10,2,0,0,301,1,0
model113.csv,288,11,2,0,0,301,1,0
model114.csv,288,11,2,0,0,301,1,0
model115.csv,284,15,2,0,0,301,1,0
model116.csv,284,14,3,0,0,301,1,0
model117.csv,280,6,8,7,7,301,2,0
model118.csv,278,15,8,0,0,301,1,0
model119.csv,276,18,7,0,0,301,1,0
model120.csv,274,12,15,0,0,301,1,0
model121.csv,284,10,7,0,0,301,1,0
model122.csv,281,16,4,0,0,301,1,0
model123.csv,279,17,5,0,0,301,1,0
model124.csv,277,17,7,0,0,301,1,0
model125.csv,292,6,3,0,0,301,1,0
model126.csv,289,9,3,0,0,301,1,0
model127.csv,288,10,3,0,0,301,1,0
model128.csv,286,12,3,0,0,301,1,0
model129.csv,289,12,0,0,0,301,1,0
model130.csv,286,12,3,0,0,301,1,0
model131.csv,281,16,4,0,0,301,1,0
model132.csv,282,14,5,0,0,301,1,0
model133.csv,280,15,6,0,0,301,1,0
model134.csv,283,17,1,0,0,301,1,0
model135.csv,289,9,3,0,0,301,1,0
model136.csv,286,12,3,0,0,301,1,0
model137.csv,285,13,3,0,0,301,1,0
model138.csv,283,15,3,0,0,301,1,0
model139.csv,279,18,4,0,0,301,1,0
model140.csv,291,10,0,0,0,301,1,0
model141.csv,290,11,0,0,0,301,1,0
model142.csv,291,10,0,0,0,301,1,0
model143.csv,290,11,0,0,0,301,1,0
model144.csv,291,10,0,0,0,301,1,0
model145.csv,291,10,0,0,0,301,1,0
model146.csv,286,14,1,0,0,301,1,0
model147.csv,287,13,1,0,0,301,1,0
model148.csv,287,14,0,0,0,301,1,0
model149.csv,287,14,0,0,0,301,1,0
model150.csv,277,19,3,2,2,301,2,0
model151.csv,277,20,2,2,2,301,2,0
model152.csv,281,19,1,0,0,301,1,0
model153.csv,275,21,4,1,1,301,2,0
model154.csv,279,18,3,1,1,301,2,0
model155.csv,289,12,0,0,0,301,1,0
model156.csv,288,13,0,0,0,301,1,0
model157.csv,289,12,0,0,0,301,1,0
model158.csv,289,12,0,0,0,301,1,0
model159.csv,288,13,0,0,0,301,1,0
model160.csv,289,12,0,0,0,301,1,0
model161.csv,289,12,0,0,0,301,1,0
model162.csv,284,16,1,0,0,301,1,0
model163.csv,285,15,1,0,0,301,1,0
model164.csv,284,16,1,0,0,301,1,0
model165.csv,285,16,0,0,0,301,1,0
model166.csv,285,16,0,0,0,301,1,0
model167.csv,277,20,4,0,0,301,1,0
model168.csv,277,21,3,0,0,301,1,0
model169.csv,279,21,1,0,0,301,1,0
model170.csv,280,18,3,0,0,301,1,0
model171.csv,275,22,4,0,0,301,1,0
model172.csv,277,20,4,0,0,301,1,0
model173.csv,287,14,0,0,0,301,1,0
model174.csv,287,14,0,0,0,301,1,0
model175.csv,289,12,0,0,0,301,1,0
model176.csv,290,11,0,0,0,301,1,0
model177.csv,288,13,0,0,0,301,1,0
model178.csv,291,10,0,0,0,301,1,0
model179.csv,296,5,0,0,0,301,1,0
model180.csv,293,8,0,0,0,301,1,0
model181.csv,294,7,0,0,0,301,1,0
model182.csv,293,8,0,0,0,301,1,0
model183.csv,292,9,0,0,0,301,1,0
model184.csv,292,9,0,0,0,301,1,0
model185.csv,284,16,1,0,0,301,1,0
model186.csv,284,16,1,0,0,301,1,0
model187.csv,286,14,1,0,0,301,1,0
model188.csv,285,15,1,0,0,301,1,0
model189.csv,288,12,1,0,0,301,1,0
model190.csv,293,7,1,0,0,301,1,0
model191.csv,290,10,1,0,0,301,1,0
model192.csv,291,9,1,0,0,301,1,0
model193.csv,289,11,1,0,0,301,1,0
model194.csv,289,11,1,0,0,301,1,0
model195.csv,283,8,7,3,3,301,2,0
model196.csv,283,13,5,0,0,301,1,0
model197.csv,285,12,4,0,0,301,1,0
model198.csv,286,8,7,0,0,301,1,0
model199.csv,288,10,3,0,0,301,1,0
model200.csv,295,6,0,0,0,301,1,0
model201.csv,292,8,1,0,0,301,1,0
model202.csv,291,8,2,0,0,301,1,0
model203.csv,289,9,3,0,0,301,1,0
model204.csv,291,10,0,0,0,301,1,0
model205.csv,283,7,10,1,1,301,2,0
model206.csv,283,12,6,0,0,301,1,0
model207.csv,285,11,5,0,0,301,1,0
model208.csv,286,7,8,0,0,301,1,0
model209.csv,284,12,5,0,0,301,1,0
model210.csv,287,10,4,0,0,301,1,0
model211.csv,294,6,1,0,0,301,1,0
model212.csv,291,8,2,0,0,301,1,0
model213.csv,290,8,3,0,0,301,1,0
model214.csv,289,8,4,0,0,301,1,0
model215.csv,290,10,1,0,0,301,1,0
model216.csv,290,10,1,0,0,301,1,0
model217.csv,283,6,12,0,0,301,1,0
model218.csv,283,10,8,0,0,301,1,0
model219.csv,285,10,6,0,0,301,1,0
model220.csv,286,6,9,0,0,301,1,0
model221.csv,284,11,6,0,0,301,1,0
model222.csv,287,9,5,0,0,301,1,0
model223.csv,292,6,3,0,0,301,1,0
model224.csv,289,8,4,0,0,301,1,0
model225.csv,290,6,5,0,0,301,1,0
model226.csv,289,6,6,0,0,301,1,0
model227.csv,288,10,3,0,0,301,1,0
model228.csv,288,10,3,0,0,301,1,0
model229.csv,281,9,11,0,0,301,1,0
model230.csv,281,13,7,0,0,301,1,0
model231.csv,283,12,6,0,0,301,1,0
model232.csv,284,8,9,0,0,301,1,0
model233.csv,282,14,5,0,0,301,1,0
model234.csv,285,11,5,0,0,301,1,0
model235.csv,292,7,2,0,0,301,1,0
model236.csv,287,11,3,0,0,301,1,0
model237.csv,289,8,4,0,0,301,1,0
model238.csv,288,8,5,0,0,301,1,0
model239.csv,288,11,2,0,0,301,1,0
model240.csv,288,11,2,0,0,301,1,0
model241.csv,285,15,1,0,0,301,1,0
model242.csv,280,19,2,0,0,301,1,0
model243.csv,281,17,3,0,0,301,1,0
model244.csv,279,18,4,0,0,301,1,0
model245.csv,269,23,7,2,2,301,2,0
model246.csv,265,24,4,8,8,301,2,0
model247.csv,283,17,1,0,0,301,1,0
model248.csv,278,21,2,0,0,301,1,0
model249.csv,279,19,3,0,0,301,1,0
model250.csv,267,25,8,1,1,301,2,0
model251.csv,265,25,9,2,2,301,2,0
model252.csv,288,13,0,0,0,301,1,0
model253.csv,285,15,1,0,0,301,1,0
model254.csv,284,15,2,0,0,301,1,0
model255.csv,282,16,3,0,0,301,1,0
model256.csv,273,21,3,4,4,301,2,0
model257.csv,287,14,0,0,0,301,1,0
model258.csv,284,16,1,0,0,301,1,0
model259.csv,283,16,2,0,0,301,1,0
model260.csv,282,16,3,0,0,301,1,0
model261.csv,275,22,3,1,1,301,2,0
model262.csv,273,21,5,2,2,301,2,0
model263.csv,285,14,2,0,0,301,1,0
model264.csv,282,15,4,0,0,301,1,0
model265.csv,283,13,5,0,0,301,1,0
model266.csv,282,13,6,0,0,301,1,0
model267.csv,275,19,7,0,0,301,1,0
model268.csv,273,19,9,0,0,301,1,0
model269.csv,285,14,2,0,0,301,1,0
model270.csv,280,18,3,0,0,301,1,0
model271.csv,282,15,4,0,0,301,1,0
model272.csv,281,15,5,0,0,301,1,0
model273.csv,273,21,6,1,1,301,2,0
model274.csv,271,22,7,1,1,301,2,0
model275.csv,286,15,0,0,0,301,1,0
model276.csv,281,19,1,0,0,301,1,0
model277.csv,276,21,3,1,1,301,2,0
model278.csv,271,24,0,6,6,301,2,0
model279.csv,286,14,1,0,0,301,1,0
model280.csv,281,18,2,0,0,301,1,0
model281.csv,276,20,4,1,1,301,2,0
model282.csv,273,22,4,2,2,301,2,0
model283.csv,286,12,3,0,0,301,1,0
model284.csv,283,14,4,0,0,301,1,0
model285.csv,280,16,5,0,0,301,1,0
model286.csv,277,18,6,0,0,301,1,0
model287.csv,286,13,2,0,0,301,1,0
model288.csv,281,17,3,0,0,301,1,0
model289.csv,278,18,4,1,1,301,2,0
model290.csv,275,21,4,1,1,301,2,0
model291.csv,283,15,3,0,0,301,1,0
model292.csv,278,19,4,0,0,301,1,0
model293.csv,271,20,9,1,1,301,2,0
model294.csv,265,15,8,13,13,301,2,0
model295.csv,283,16,2,0,0,301,1,0
model296.csv,278,20,3,0,0,301,1,0
model297.csv,271,21,8,1,1,301,2,0
model298.csv,267,17,12,5,5,301,2,0
model299.csv,283,15,3,0,0,301,1,0
model300.csv,280,17,4,0,0,301,1,0
model301.csv,275,19,7,0,0,301,1,0
model302.csv,271,15,10,5,5,301,2,0
model303.csv,283,16,2,0,0,301,1,0
model304.csv,278,20,3,0,0,301,1,0
model305.csv,273,21,6,1,1,301,2,0
model306.csv,269,18,10,4,4,301,2,0
model307.csv,300,1,0,0,0,301,1,0
model308.csv,289,7,3,2,2,301,2,0
model309.csv,295,4,0,2,2,301,2,0
model310.csv,278,13,0,10,10,301,2,0
model311.csv,301,0,0,0,0,301,1,0
model312.csv,292,5,2,2,2,301,2,0
model313.csv,298,2,1,0,0,301,1,0
model314.csv,285,9,3,4,4,301,2,0
model315.csv,296,4,1,0,0,301,1,0
model316.csv,267,28,6,0,0,301,1,0
model317.csv,274,18,9,0,0,301,1,0
model318.csv,266,23,12,0,0,301,1,0
model319.csv,272,24,5,0,0,301,1,0
model320.csv,268,27,5,1,1,301,2,0
model321.csv,282,12,7,0,0,301,1,0
model322.csv,276,16,9,0,0,301,1,0
model323.csv,280,13,8,0,0,301,1,0
model324.csv,277,14,10,0,0,301,1,0
model325.csv,274,15,12,0,0,301,1,0
model326.csv,273,14,14,0,0,301,1,0
model327.csv,259,32,10,0,0,301,1,0
model328.csv,254,36,11,0,0,301,1,0
model329.csv,261,30,10,0,0,301,1,0
model330.csv,258,32,11,0,0,301,1,0
model331.csv,255,32,14,0,0,301,1,0
model332.csv,254,31,16,0,0,301,1,0
model333.csv,263,27,11,0,0,301,1,0
model334.csv,261,27,13,0,0,301,1,0
model335.csv,260,26,15,0,0,301,1,0
model336.csv,259,25,17,0,0,301,1,0
model337.csv,258,28,15,0,0,301,1,0
model338.csv,256,30,15,0,0,301,1,0
model339.csv,255,30,16,0,0,301,1,0
model340.csv,254,29,18,0,0,301,1,0
model341.csv,270,25,4,2,2,301,2,0
model342.csv,274,23,4,0,0,301,1,0
model343.csv,272,24,5,0,0,301,1,0
model344.csv,274,23,4,0,0,301,1,0
model345.csv,287,10,4,0,0,301,1,0
model346.csv,280,16,5,0,0,301,1,0
model347.csv,285,12,4,0,0,301,1,0
model348.csv,275,20,4,2,2,301,2,0
model349.csv,284,13,4,0,0,301,1,0
model350.csv,279,18,4,0,0,301,1,0
model351.csv,278,18,5,0,0,301,1,0
model352.csv,277,17,7,0,0,301,1,0
model353.csv,284,13,4,0,0,301,1,0
model354.csv,279,18,4,0,0,301,1,0
model355.csv,278,19,4,0,0,301,1,0
model356.csv,277,20,4,0,0,301,1,0
model357.csv,286,11,4,0,0,301,1,0
model358.csv,281,16,4,0,0,301,1,0
model359.csv,284,13,4,0,0,301,1,0
model360.csv,284,13,4,0,0,301,1,0
model361.csv,281,16,4,0,0,301,1,0
model362.csv,282,15,4,0,0,301,1,0
model363.csv,281,16,4,0,0,301,1,0
model364.csv,276,20,5,0,0,301,1,0
model365.csv,277,18,6,0,0,301,1,0
model366.csv,276,18,7,0,0,301,1,0
model367.csv,277,20,4,0,0,301,1,0
model368.csv,278,19,4,0,0,301,1,0
model369.csv,283,14,4,0,0,301,1,0
model370.csv,278,19,4,0,0,301,1,0
model371.csv,281,16,4,0,0,301,1,0
model372.csv,281,16,4,0,0,301,1,0
model373.csv,274,23,4,0,0,301,1,0
model374.csv,274,22,5,0,0,301,1,0
model375.csv,267,21,13,0,0,301,1,0
model376.csv,257,30,14,0,0,301,1,0
model377.csv,269,21,11,0,0,301,1,0
model378.csv,255,33,11,2,2,301,2,0
model379.csv,277,17,7,0,0,301,1,0
model380.csv,268,25,8,0,0,301,1,0
model381.csv,267,25,9,0,0,301,1,0
model382.csv,266,24,11,0,0,301,1,0
model383.csv,277,17,7,0,0,301,1,0
model384.csv,268,25,8,0,0,301,1,0
model385.csv,267,26,8,0,0,301,1,0
model386.csv,266,27,8,0,0,301,1,0
model387.csv,279,15,7,0,0,301,1,0
model388.csv,270,23,8,0,0,301,1,0
model389.csv,275,18,8,0,0,301,1,0
model390.csv,275,18,8,0,0,301,1,0
model391.csv,272,22,7,0,0,301,1,0
model392.csv,273,21,7,0,0,301,1,0
model393.csv,270,23,8,0,0,301,1,0
model394.csv,265,27,9,0,0,301,1,0
model395.csv,266,25,10,0,0,301,1,0
model396.csv,265,25,11,0,0,301,1,0
model397.csv,266,27,8,0,0,301,1,0
model398.csv,267,26,8,0,0,301,1,0
model399.csv,276,18,7,0,0,301,1,0
model400.csv,267,26,8,0,0,301,1,0
model401.csv,272,21,8,0,0,301,1,0
model402.csv,272,21,8,0,0,301,1,0
model403.csv,263,30,8,0,0,301,1,0
model404.csv,263,29,9,0,0,301,1,0
model405.csv,269,23,9,0,0,301,1,0
model406.csv,263,30,8,0,0,301,1,0
model407.csv,261,30,10,0,0,301,1,0
model408.csv,261,28,12,0,0,301,1,0
model409.csv,272,21,8,0,0,301,1,0
model410.csv,265,30,6,0,0,301,1,0
model411.csv,263,30,8,0,0,301,1,0
model412.csv,263,30,8,0,0,301,1,0
model413.csv,280,16,5,0,0,301,1,0
model414.csv,273,23,5,0,0,301,1,0
model415.csv,276,20,5,0,0,301,1,0
model416.csv,276,20,5,0,0,301,1,0
model417.csv,274,23,4,0,0,301,1,0
model418.csv,275,22,4,0,0,301,1,0
model419.csv,271,24,6,0,0,301,1,0
model420.csv,266,28,7,0,0,301,1,0
model421.csv,267,26,8,0,0,301,1,0
model422.csv,266,26,9,0,0,301,1,0
model423.csv,267,29,5,0,0,301,1,0
model424.csv,268,28,5,0,0,301,1,0
model425.csv,277,18,6,0,0,301,1,0
model426.csv,270,25,6,0,0,301,1,0
model427.csv,271,24,6,0,0,301,1,0
model428.csv,271,24,6,0,0,301,1,0
model429.csv,264,31,6,0,0,301,1,0
model430.csv,264,30,7,0,0,301,1,0
model431.csv,266,16,16,3,3,301,2,0
model432.csv,260,29,12,0,0,301,1,0
